排名,商品ID,商品标题,店铺,主图透出价格,核心材质与卖点,营销活动与服务,视觉版式风格,1.8米规格直达链接,标准商品链接,主图原图高清链接,本地主图文件名,生意参谋支付金额,支付件数,支付买家数,客单价,主图OCR完整文案
138,727470484194,派乐熊全拆儿童床垫可拆卸0胶水工艺调节软硬护脊独立弹簧席梦思,派乐熊旗舰店,未透出,护脊偏硬支撑,常规销售,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=727470484194,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=727470484194,https://img.alicdn.com/bao/uploaded/i3/2215984907648/O1CN01gRo7h026MqGAPb0aO_!!4611686018427381120-0-item_pic.jpg,138_727470484194.jpg,0.00 0.00%,0 0.00%,0,0.00,派乐熊×专注儿童健康睡眠 全拆1480颗四叶形0胶弹簧 派乐熊 Pareler Bear A类 全拆软硬睡感可调节 纯棉 儿童专用0胶加密酷布弹簧
139,754064067524,悠梦思黄麻乳胶床垫1.8米家用儿童椰棕护脊薄垫棕垫1.5m折叠加硬,yarges悠梦思旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻,平台/政府大额补贴 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=754064067524,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=754064067524,https://img.alicdn.com/bao/uploaded/i1/2215907225135/O1CN01XYDiUsuqjyC2vH2e_!!4611686018427383343-0-item_pic.jpg,139_754064067524.jpg,0.00 0.00%,0 0.00%,0,0.00,YARGES悠梦思 舒脊椰棕强韧承托 全拆设计无胶工艺 YARGES 88 活动下单即享 折 88消费券 （立即抢购无需凑单） 限时立享至高减150元 88VIP可用 数量有限详情咨询客服 天猫家装节 抢 政府补贴15% 因地区差异，补贴信息详情请见支付页面！ 官方立减12% 下单入会“抢 舒睡枕x2 现货下单顺丰速发 拒绝塌陷 限部分 尺寸地区 。免费送货到家 分期免息 盒365天免费仓储
141,826172426744,睡眠骑士薄款独立袋弹簧床垫席梦思10cm厚硬垫子乳胶加硬天然黄麻,睡眠骑士床垫企业店,未透出,护脊偏硬支撑 | 天然乳胶 | 独立袋装弹簧 | 环保椰棕/黄麻,免费试睡保障 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=826172426744,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=826172426744,https://img.alicdn.com/bao/uploaded/i2/720743073/O1CN01CT5XXe1YZUESUWica_!!720743073.jpg,141_826172426744.jpg,0.00 0.00%,0 0.00%,0,0.00,SLEEP° 睡眠骑士 官方优选 KNIGHT 超薄护脊弹簧床垫 可选厚度10/12/15厘米 9-15cm 200天免费试睡|20年超长质保 加硬护脊 现货速发顺丰送到家 部分尺寸 及地区 花呗分期免息 365天免费仓储 免费送货到家
142,829970700988,凯菲露山隐盒子护脊乳胶独立弹簧床垫席梦思硬垫子家用卧室20cm厚,凯菲露家具旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 独立袋装弹簧 | 智能调节深睡,平台/政府大额补贴 | 免费试睡保障 | 免费送装一体 | 买赠高价值赠品,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=829970700988,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=829970700988,https://img.alicdn.com/bao/uploaded/i2/2218234661637/O1CN01nK8alXP8tKC1chua_!!4611686018427382533-0-item_pic.jpg,142_829970700988.jpg,0.00 0.00%,0 0.00%,0,0.00,KKAIFEL 秋季家装节 三核支撑加倍护脊 深睡护脊1山隐系列 店铺红包 限时抢 凯菲 限时下单 送 KAIFEL X2 单咨询客服了解详情参与！ 下单到手 评价有礼返20红包 （顺丰速发送货上楼（限部分地区/尺寸） 至高立减 政府补贴 9折消费券 全店立减 48% 立减15% 12% 下拉详情领取 88VIP可用 优惠可叠加 10G 免费 专利分段式云感应独立袋弹簧 试睡
143,837754312562,月光之家记忆棉床垫家庭用独立弹簧双人席梦思软硬酒店卧室1.8米,moonlightfamily旗舰店,未透出,零压记忆棉,平台/政府大额补贴 | 免费试睡保障 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=837754312562,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=837754312562,https://img.alicdn.com/bao/uploaded/i2/919851856/O1CN01fYkU5a4VLhJ32pKq_!!4611686018427384656-0-item_pic.jpg,143_837754312562.jpg,0.00 0.00%,0 0.00%,0,0.00,Moonlight family MOONLICHT 月光之家 家装节 FAMILY 释压记忆棉弹簧床垫 软硬齐全厚度22-24CM 优惠可叠加 政府补贴官方立减惊喜红包 88VIP 200天免费试睡 15% 12% 150 20年超长质保 3期免息 价保100天 免费取旧 顺丰 SF 0胶+5A双重认证 到家
144,871492255526,月光之家乳胶床垫家用软硬独立弹簧护腰护脊黄麻双人席梦思可定制,moonlightfamily旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻 | 双面双睡感/可拆洗,平台/政府大额补贴 | 免费试睡保障 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型 | 产品材质分层结构拆解型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=871492255526,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=871492255526,https://img.alicdn.com/bao/uploaded/i4/919851856/O1CN01FEGKIbo2HIH32pKq_!!4611686018427384656-0-item_pic.jpg,144_871492255526.jpg,0.00 0.00%,0 0.00%,0,0.00,Moonlight family MOONLICHT 月光之家 家装节 FAMILY 2-3层内材可选择 软硬齐全厚度22-24CM 优惠可叠加 政府补贴官方立减惊喜红包 88VIP 200天免费试睡 15% 12% 150 20年超长质保 3期免息 价保100天 免费取旧 顺丰 SF 0胶+5A双重认证 到家
145,962636733969,ROZO15CM软硬薄独立矮弹簧床垫乳胶黄麻高箱儿童榻榻米10公分12CM,rozo家具旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻,平台/政府大额补贴 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=962636733969,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=962636733969,https://img.alicdn.com/bao/uploaded/i1/2939975400/O1CN01Q5250mwMZHF2vH2e_!!4611686018427385576-2-item_pic.png,145_962636733969.jpg,0.00 0.00%,0 0.00%,0,0.00,ROZO 秋季家装节 8cm-17cm薄弹簧床垫 高箱床专用一支撑更护脊 实付满1500立减 150 88VIP消费券 实付满480立减 60 88VIP消费券 政府补贴 至高立减约 官方 12% 下单立减 15% 45 活动 % 限时优惠券109 咨询客服
146,979528835914,国家补贴铂马仕加厚乳胶酒店弹簧记忆棉席梦思软床垫家用1.8m硬垫,铂马仕旗舰店,￥500,护脊偏硬支撑 | 天然乳胶 | 零压记忆棉,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=979528835914,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=979528835914,https://img.alicdn.com/bao/uploaded/i1/2165873208/O1CN01lpxr2UFwNRF2vH2e_!!4611686018427386424-0-item_pic.jpg,146_979528835914.jpg,0.00 0.00%,0 0.00%,0,0.00,铂马仕 家装节 POMOSER 5A认证优等品 星级酒店睡感 惊喜红包 88折消费券 不止9折至高减500元 88VIP可用 POMOSER POMOSER 双重补贴拍下立减！ 政府补贴 官方补贴 立减15% 立减12% 5A认证优等品 详见支付页面 可叠加店铺券 官方 送 120天真正免费试睡 咨询客服抢舒睡枕X2 Free 抽检认证 48小时顺丰速发 (SF 发货时效 限部分 尺寸地区
148,1025367985156,铂马仕云歌全拆床垫席梦思弹簧乳胶薄垫子软硬可调黄麻硬垫家用软,铂马仕旗舰店,￥500,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻,平台/政府大额补贴 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1025367985156,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1025367985156,https://img.alicdn.com/bao/uploaded/i2/2165873208/O1CN01jE96v3nrSpJ2vH2e_!!4611686018427386424-0-item_pic.jpg,148_1025367985156.jpg,0.00 0.00%,0 0.00%,0,0.00,铂马仕 家装节 POMOSER 全拆无胶工艺薄弹簧垫 榻榻米高箱床可用软硬可调 惊喜红包 88折消费券 不止9折至高减500元 88VIP可用 叠加 政府补贴 官方补贴 立减15% 立减12% 优惠 详见支付页面 可叠加店铺券 送 单品直降约 现货速发顺丰到家 限部分 咨询客服抢舒睡枕X2 尺寸地区 37% 下单入会享好礼 ￥20 会员专享券 门槛 POMOSER
149,1025910026008,悠梦思可拆卸席梦思水洗床垫独立袋弹簧1.8m记忆棉软硬可调节酒店,yarges悠梦思旗舰店,未透出,独立袋装弹簧 | 零压记忆棉 | 双面双睡感/可拆洗,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1025910026008,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1025910026008,https://img.alicdn.com/bao/uploaded/i1/2215907225135/O1CN0101QpWdX37xJ2vH2e_!!4611686018427383343-0-item_pic.jpg,149_1025910026008.jpg,0.00 0.00%,0 0.00%,0,0.00,YARGES悠梦思/全拆星系列 软硬可调整 0胶可拆洗 101天真正免费试睡 下单入会 88 抢舒睡枕*2 88消费券 活动下单即享 折(立即抢购无需凑单) 送 限时立享至高减150元 政府 15% 惊喜红包 官方 12% 补贴 + 立减 88VIP可用 + 补贴随时结束不补差价 官方补贴限时优惠不补差价 （下单立享优惠） *详情咨询客服* 天猫家装节 现货下单 顺丰速发 咨询客服享惊喜 （限部分尺寸地区） 拒绝甲醛 免费送货到家1C分期免息1盒365天免费仓储
150,1028434008034,睡眠骑士榻榻米床垫天然黄麻定制尺寸乳胶椰棕硬垫护脊床垫子儿童,睡眠骑士床垫企业店,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻,免费试睡保障 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1028434008034,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1028434008034,https://img.alicdn.com/bao/uploaded/i3/720743073/O1CN01kE6EAH1YZUEg7rGiy_!!720743073.jpg,150_1028434008034.jpg,0.00 0.00%,0 0.00%,0,0.00,SLEEP 睡眠骑士 官方优选 KNIGHT 型护脊 S型原生黄麻床垫 全垫0胶－性价比之选 5-12CM 现货速发顺丰送到家 (SF 天然黄麻 部分尺寸及地区详情咨询客服 200天免费试睡 花呗分期免息 365天免费仓储 免费送货到家
151,1044931207918,月光之家儿童床垫护脊独立袋弹簧加粗黄麻可全拆席梦思1.8米1.5m,moonlightfamily旗舰店,未透出,护脊偏硬支撑 | 独立袋装弹簧 | 环保椰棕/黄麻,平台/政府大额补贴 | 免费试睡保障 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1044931207918,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1044931207918,https://img.alicdn.com/bao/uploaded/i1/919851856/O1CN01usehxYBNq1C32pKq_!!4611686018427384656-0-item_pic.jpg,151_1044931207918.jpg,0.00 0.00%,0 0.00%,0,0.00,Moonlight family MOONLICHT 月光之家 家装节 FAMILY 全拆儿童美式大弹簧 软硬可调厚度21-24CM 优惠可叠加 政府补贴官方立减惊喜红包 88VIP 200天免费试睡 15% 12% 150 20年超长质保 3期免息 价保100天 免费取旧 顺丰 SF 0胶+5A双重认证 到家
152,1055461434406,派乐熊独立袋弹簧床垫乳胶记忆棉席梦思软垫黄麻偏硬护脊双人家用,PARELER BEAR旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 独立袋装弹簧 | 环保椰棕/黄麻 | 零压记忆棉,买赠高价值赠品,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1055461434406,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1055461434406,https://img.alicdn.com/bao/uploaded/i4/2219146481808/O1CN01enMOk71PE7EfP84uc_!!4611686018427383952-0-item_pic.jpg,152_1055461434406.jpg,0.00 0.00%,0 0.00%,0,0.00,派乐熊 2160颗加密独立袋弹簧 拒绝 赠送大件运费险 静音护脊弹簧床垫 甲醛
153,1055818322651,派乐熊独立袋弹簧床垫乳胶记忆棉席梦思软垫黄麻偏硬护脊双人家用,派乐熊旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 独立袋装弹簧 | 环保椰棕/黄麻 | 零压记忆棉,买赠高价值赠品,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1055818322651,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1055818322651,https://img.alicdn.com/bao/uploaded/i4/2215984907648/O1CN01TYsOxu26MqG9bLmxO_!!4611686018427381120-0-item_pic.jpg,153_1055818322651.jpg,0.00 0.00%,0 0.00%,0,0.00,派乐熊 2160颗加密独立袋弹簧 拒绝 赠送大件运费险 静音护脊弹簧床垫 甲醛
154,1064210526530,派乐熊学生宿舍专用床垫90cmx200cm上下铺单人记忆棉软85cmx190cm,派乐熊儿童床垫品牌店,未透出,零压记忆棉,免费试睡保障 | 官方正品权威背书,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1064210526530,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1064210526530,https://img.alicdn.com/bao/uploaded/i3/371424161/O1CN016zHSkIDTF8D1chua_!!371424161.jpg,154_1064210526530.jpg,0.00 0.00%,0 0.00%,0,0.00,PARELER BEAR 专为宿舍睡眠 新做的记忆棉床垫 家装节 12% 本店支持使用 88VIP消费券 新升级学生宿舍记忆棉床垫 30天免费试睡 4年质保 90天仓储 免费仓储
155,1065338283292,睡眠骑士大学生宿舍专用床垫透气单人90x190cm国家补贴床垫记忆棉,睡眠骑士床垫企业店,￥229,护脊偏硬支撑 | 零压记忆棉 | 亲肤透气面料,平台/政府大额补贴 | 免费试睡保障 | 免费送装一体 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1065338283292,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1065338283292,https://img.alicdn.com/bao/uploaded/i3/720743073/O1CN01eYxnRRKxtwC2XrKe_!!720743073.jpg,155_1065338283292.jpg,0.00 0.00%,0 0.00%,0,0.00,SLEEP 睡眠骑士 官方优选 KNIGHT 学生专用宿舍床垫 有力支撑 掌久睡不塌 免费试睡 30 ? 普惠到手价 开学必备床垫！ 229 官方 店铺 政府 综合立省 40 新客 1% 立减 立减 优惠 补贴 ? 赠大件运费险 免费送货上楼 3期免息
156,1069210598370,3cm黄麻偏硬独立弹簧床垫青年老人护腰脊加硬神器家用席梦思22cm,布莱轩尼旗舰店,未透出,护脊偏硬支撑 | 环保椰棕/黄麻,常规销售,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1069210598370,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1069210598370,https://img.alicdn.com/bao/uploaded/i1/1104379506/O1CN01PwX21IxhUQD1chua_!!4611686018427387506-0-item_pic.jpg,156_1069210598370.jpg,0.00 0.00%,0 0.00%,0,0.00,布莱轩尼 天猫家装节 硬睡感弹簧床垫 3cm黄麻加硬内芯 布莱轩尼 买贵退差价·售后无忧> 护腰 中青老年/孕妇/学生
158,24564568640,月光之家天然乳胶床垫家用子母式席梦思软垫三层可拆加厚3D1.8米,moonlightfamily旗舰店,未透出,天然乳胶,平台/政府大额补贴 | 免费试睡保障 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=24564568640,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=24564568640,https://img.alicdn.com/bao/uploaded/i4/919851856/O1CN01qdWOSzk94dB32pKq_!!4611686018427384656-0-item_pic.jpg,158_24564568640.jpg,0.00 0.00%,0 0.00%,0,0.00,Moonlight family MOONLICHT 月光之家 家装节 FAMILY 一张床垫可分二张用 适中偏软厚度26-32CM ENGLAND Bersish brand 优惠可叠加 政府补贴官方立减惊喜红包 88VIP 200天免费试睡 15% 12% 150 20年超长质保 3期免息 价保100天 免费取旧 顺丰 SF 0胶+5A双重认证 到家
159,35427751133,moonlightfamily进口乳胶床垫 双人席梦思独立弹簧1.5米 1.8m床垫,moonlightfamily旗舰店,未透出,天然乳胶,常规销售,极简素雅质感型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=35427751133,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=35427751133,https://img.alicdn.com/bao/uploaded/i2/919851856/O1CN015BncMt1Pa5sA1MKwm_!!0-item_pic.jpg,159_35427751133.jpg,0.00 0.00%,0 0.00%,0,0.00,FAMILY
160,38883955175,精细S型儿童黄麻床垫1.2上下床硬椰棕垫乳胶1.5m折叠榻榻米,布莱轩尼旗舰店,未透出,天然乳胶 | 环保椰棕/黄麻,常规销售,极简素雅质感型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=38883955175,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=38883955175,https://img.alicdn.com/bao/uploaded/i1/1104379506/O1CN011ZvbcN2K5nti3dbBW_!!0-item_pic.jpg,160_38883955175.jpg,0.00 0.00%,0 0.00%,0,0.00,HOT 【植物系列】儿童床垫 敏感肌孩子也能安心用 A类100%纯棉
161,39529399419,布莱轩尼天然精细S形黄麻床垫儿童老人偏硬护脊10cm薄椰棕榻榻米,布莱轩尼旗舰店,未透出,护脊偏硬支撑 | 环保椰棕/黄麻,平台/政府大额补贴 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=39529399419,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=39529399419,https://img.alicdn.com/bao/uploaded/i2/1104379506/O1CN01rHe5kdOEaFH1chua_!!4611686018427387506-0-item_pic.jpg,161_39529399419.jpg,0.00 0.00%,0 0.00%,0,0.00,布莱轩尼 天猫家装节 6-15cm偏硬护脊床垫 S形精细黄麻 家装节立减12% 政府补贴 布莱物龙 立减15% 详情咨询客服 TMALL天猫 买贵退差价·售后无忧 家装节 官方立减12% 官方立减12%+政府补贴15%
163,41539078425,MOON乳胶床垫5CM席梦思弹簧床垫1.5M1.8M进口天然乳胶软硬两用,moonlightfamily旗舰店,未透出,天然乳胶 | 双面双睡感/可拆洗,常规销售,极简素雅质感型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=41539078425,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=41539078425,https://img.alicdn.com/bao/uploaded/i3/919851856/O1CN01n1E2Vn1Pa5sA1LWyf_!!0-item_pic.jpg,163_41539078425.jpg,0.00 0.00%,0 0.00%,0,0.00,FAMILY ENGLAND Britsh brand ENGLAND
164,42834836992,席梦思独立袋弹簧乳胶儿童床垫软垫1.5米椰棕偏硬床垫双人家用,CEFALU旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 独立袋装弹簧 | 环保椰棕/黄麻,平台/政府大额补贴 | 免费试睡保障,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=42834836992,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=42834836992,https://img.alicdn.com/bao/uploaded/i2/1692273605/O1CN01URXzoW1cV8xhMxHX0_!!4611686018427382725-0-item_pic.jpg,164_42834836992.jpg,0.00 0.00%,0 0.00%,0,0.00,® 甄选 CEFALU 618狂欢节 X 尖货 21-26cm厚弹簧床垫 200天免费试睡 1235 15 再省% 可叠加店内任何优惠活动 政府补贴 快递包邮 免费试睡200天 享政府补贴 预计下单直降 30% 优惠直降15%叠加使用 （活动时间：5月31日00:00-6月21日23:59） 详情咨询客服
